dataset,partitioner,dirichlet_alpha,seed,num_clients,scope,client_id,class_id,reference,metric,statistic,value,units,notes
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,weighted_mean,0.7361179100046885,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,global_class_gini,value,0.6414378432351473,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,global_majority_to_minority_ratio,value,58.30434782608695,ratio,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,global_normalized_label_entropy,value,0.5812395994376119,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,max,0.7025236928320143,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,mean,0.3584198505559349,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,median,0.30638780624718565,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,min,0.19572568689802847,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,std,0.1558891694864448,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,hellinger_to_global,weighted_mean,0.300533929277713,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,max,0.7848937262579572,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,mean,0.4130486667015508,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,median,0.35171216868971805,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,min,0.22673155962675892,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,std,0.17387777134301888,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,jensen_shannon_to_global,weighted_mean,0.3465962170280029,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,max,1.8555786880905603,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,mean,0.5774116641212234,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,median,0.3659294383127242,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,min,0.11939664065647333,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,std,0.5208854906578475,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,kl_to_global,weighted_mean,0.39253352427530885,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,max,0.7848937262579572,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,mean,0.4089116241638283,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,median,0.3381958728324286,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,min,0.22673155962675892,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,std,0.1750408320804609,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,present_label_js,weighted_mean,0.3433533085472088,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,max,0.8170512397493724,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,mean,0.39734119287624425,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,median,0.3267218912731227,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,min,0.150694731541656,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,std,0.21158993804714663,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,global_label_distribution,total_variation_to_global,weighted_mean,0.3144778289380707,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_hellinger,max,0.8660377824981851,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_hellinger,mean,0.4943062797629007,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_hellinger,median,0.4377356315917457,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_hellinger,min,0.13570027200393045,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_hellinger,std,0.20004746065034926,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_jensen_shannon,max,0.9347231211598976,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_jensen_shannon,mean,0.5549238371068146,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_jensen_shannon,median,0.4993339553751636,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_jensen_shannon,min,0.1486457672520268,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_jensen_shannon,std,0.21493344334669,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_total_variation,max,0.9587484017308262,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_total_variation,mean,0.5479837163964175,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_total_variation,median,0.5128494322521513,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_total_variation,min,0.04933709941055196,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,pairwise_clients,pairwise_total_variation,std,0.24558272790671482,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,uniform_label_distribution,global_qcid,value,0.33379292447819964,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,unique_dataset_groups,unique_group_count,max,3164.0,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,unique_dataset_groups,unique_group_count,mean,747.0,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,unique_dataset_groups,unique_group_count,median,424.0,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,unique_dataset_groups,unique_group_count,min,82.0,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,,unique_dataset_groups,unique_group_count,std,887.3795129480959,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,0,,client_coverage_count,value,9,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,0,,client_coverage_fraction,value,0.9,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,1,,client_coverage_count,value,10,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,1,,client_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,2,,client_coverage_count,value,10,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,2,,client_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,3,,client_coverage_count,value,8,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,3,,client_coverage_fraction,value,0.8,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,4,,client_coverage_count,value,10,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,4,,client_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,5,,client_coverage_count,value,10,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,5,,client_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,6,,client_coverage_count,value,9,clients,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,,6,,client_coverage_fraction,value,0.9,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,,client_sample_count,value,826,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,client_label_distribution,client_normalized_label_entropy,value,0.7472717567067587,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,categorical_wasserstein_to_global,value,0.6285713076873793,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,2.0140456385639465,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,hellinger_to_global,value,0.5278476525969131,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,jensen_shannon_to_global,value,0.6074921029397614,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,kl_to_global,value,1.0305725713520064,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,present_label_js,value,0.6074921029397614,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,global_label_distribution,total_variation_to_global,value,0.6285713076873793,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,0,,unique_dataset_groups,unique_group_count,value,534,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,,class_coverage_fraction,value,0.8571428571428571,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,,client_sample_count,value,682,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,,missing_class_fraction,value,0.1428571428571429,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,,represented_class_count,value,6,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,client_label_distribution,client_normalized_label_entropy,value,0.582920622193031,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,categorical_wasserstein_to_global,value,0.19363608546125094,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.4625731490740429,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,hellinger_to_global,value,0.26873032475475755,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,jensen_shannon_to_global,value,0.3083285095587223,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,kl_to_global,value,0.2676946786737734,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,present_label_js,value,0.29963676956784524,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,global_label_distribution,total_variation_to_global,value,0.19363608546125094,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,1,,unique_dataset_groups,unique_group_count,value,522,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,,class_coverage_fraction,value,0.8571428571428571,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,,client_sample_count,value,309,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,,missing_class_fraction,value,0.1428571428571429,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,,represented_class_count,value,6,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,client_label_distribution,client_normalized_label_entropy,value,0.4859603586348721,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,categorical_wasserstein_to_global,value,0.3582865184424011,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.79822240748909,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,hellinger_to_global,value,0.34404528773961374,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,jensen_shannon_to_global,value,0.3950958278207138,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,kl_to_global,value,0.4641641979516749,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,present_label_js,value,0.37675497609701186,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,global_label_distribution,total_variation_to_global,value,0.3582865184424011,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,2,,unique_dataset_groups,unique_group_count,value,219,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,,client_sample_count,value,3999,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,client_label_distribution,client_normalized_label_entropy,value,0.24006270609652489,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,categorical_wasserstein_to_global,value,0.2309994622969272,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.5527076227369374,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,hellinger_to_global,value,0.2250336707718015,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,jensen_shannon_to_global,value,0.2634618844735246,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,kl_to_global,value,0.16549540604047197,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,present_label_js,value,0.2634618844735246,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,global_label_distribution,total_variation_to_global,value,0.2309994622969272,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,3,,unique_dataset_groups,unique_group_count,value,3164,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,,class_coverage_fraction,value,0.8571428571428571,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,,client_sample_count,value,1916,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,,missing_class_fraction,value,0.1428571428571429,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,,represented_class_count,value,6,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,client_label_distribution,client_normalized_label_entropy,value,0.2472755981877512,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,categorical_wasserstein_to_global,value,0.22185787081382108,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.5739365377820533,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,hellinger_to_global,value,0.24924175371212842,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,jensen_shannon_to_global,value,0.2838357165313232,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,kl_to_global,value,0.18287556115246117,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,present_label_js,value,0.2740796983894548,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,global_label_distribution,total_variation_to_global,value,0.22185787081382108,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,4,,unique_dataset_groups,unique_group_count,value,1504,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,,client_sample_count,value,119,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,client_label_distribution,client_normalized_label_entropy,value,0.742738144090728,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,categorical_wasserstein_to_global,value,0.48651140935655335,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,1.4648934161782532,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,hellinger_to_global,value,0.3689760754159001,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,jensen_shannon_to_global,value,0.4361664158261543,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,kl_to_global,value,0.5746075286905389,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,present_label_js,value,0.4361664158261543,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,global_label_distribution,total_variation_to_global,value,0.48651140935655335,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,5,,unique_dataset_groups,unique_group_count,value,82,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,,client_sample_count,value,578,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,client_label_distribution,client_normalized_label_entropy,value,0.22223581557242494,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,categorical_wasserstein_to_global,value,0.8170512397493724,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.9940986444209119,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,hellinger_to_global,value,0.7025236928320143,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,jensen_shannon_to_global,value,0.7848937262579572,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,kl_to_global,value,1.8555786880905603,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,present_label_js,value,0.7848937262579572,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,global_label_distribution,total_variation_to_global,value,0.8170512397493724,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,6,,unique_dataset_groups,unique_group_count,value,326,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,,client_sample_count,value,698,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,client_label_distribution,client_normalized_label_entropy,value,0.4447117886617277,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,categorical_wasserstein_to_global,value,0.150694731541656,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,0.2001949797366987,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,hellinger_to_global,value,0.19572568689802847,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,jensen_shannon_to_global,value,0.22673155962675892,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,kl_to_global,value,0.11939664065647333,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,present_label_js,value,0.22673155962675892,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,global_label_distribution,total_variation_to_global,value,0.150694731541656,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,7,,unique_dataset_groups,unique_group_count,value,547,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,,class_coverage_fraction,value,0.8571428571428571,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,,client_sample_count,value,478,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,,missing_class_fraction,value,0.1428571428571429,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,,represented_class_count,value,6,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,client_label_distribution,client_normalized_label_entropy,value,0.7373084094034126,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,categorical_wasserstein_to_global,value,0.590646039309237,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,1.0860922006112168,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,hellinger_to_global,value,0.4760345723266023,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,jensen_shannon_to_global,value,0.5548013028821315,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,kl_to_global,value,0.8955675852562955,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,present_label_js,value,0.5502194873613544,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,global_label_distribution,total_variation_to_global,value,0.590646039309237,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,8,,unique_dataset_groups,unique_group_count,value,296,groups,HAM10000 groups are lesion_id values.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,,class_coverage_fraction,value,1.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,,client_sample_count,value,410,samples,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,,missing_class_fraction,value,0.0,fraction,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,,represented_class_count,value,7,classes,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,client_label_distribution,client_normalized_label_entropy,value,0.7864248686516778,,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,categorical_wasserstein_to_global,value,0.2951572641038442,distance,With zero/one categorical ground cost this equals total variation.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,diagnostic_label_index_wasserstein_to_global,value,1.0457411443809896,distance,Diagnostic only: nominal class IDs have no intrinsic ordering.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,hellinger_to_global,value,0.22603978851158937,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,jensen_shannon_to_global,value,0.26967962109846105,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,kl_to_global,value,0.2181637833479782,distance,Forward KL uses additive smoothing epsilon=1e-12.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,present_label_js,value,0.26967962109846105,distance,Global distribution is restricted and renormalized to labels present at the client.
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,global_label_distribution,total_variation_to_global,value,0.2951572641038442,distance,
ham10000,dirichlet,0.5,42,10,client_partition_pre_validation,9,,unique_dataset_groups,unique_group_count,value,276,groups,HAM10000 groups are lesion_id values.
